Country,Year,Life_expectancy_at_birth,Expected_years_of_schooling,Average_of_years_of_schooling,GNI_per_capita_PPP,life_expectancy_index,Education_Index,GNI_Index,HDI_1,HDI_calculated,HDI_3
Kyrgyzstan,2003,66.792,12.6,10.00,2090.00,0.72,0.70,0.46,,0.61,0.61
Kyrgyzstan,2002,66.657,12.3,10.00,1930.00,0.72,0.69,0.45,,0.60,0.60
Kyrgyzstan,2001,66.503,12.2,9.90,1910.00,0.72,0.68,0.45,,0.60,0.60
Kyrgyzstan,1991,66.340,11.8,8.70,2380.00,0.71,0.64,0.48,,0.60,0.61
Kyrgyzstan,2000,66.338,11.8,9.80,1750.00,0.71,0.67,0.43,,0.59,0.59
Kyrgyzstan,1990,66.337,12,8.56,,0.71,0.64,,,,0.62
Kyrgyzstan,1992,66.288,11.6,8.80,2080.00,0.71,0.63,0.46,,0.59,0.60
Kyrgyzstan,1993,66.206,11.3,8.90,1790.00,0.71,0.62,0.44,,0.58,0.59
Kyrgyzstan,1999,66.185,11.5,9.80,1650.00,0.71,0.66,0.42,,0.58,0.59
Kyrgyzstan,1994,66.114,10.8,9.00,1450.00,0.71,0.61,0.40,,0.56,0.57
Kyrgyzstan,1998,66.070,11.1,9.50,1610.00,0.71,0.63,0.42,,0.57,0.58
Kyrgyzstan,1995,66.036,10.6,9.10,1370.00,0.71,0.61,0.40,,0.55,0.56
Kyrgyzstan,1997,66.007,10.7,9.40,1600.00,0.71,0.62,0.42,,0.57,0.58
Kyrgyzstan,1996,65.997,10.6,9.20,1470.00,0.71,0.61,0.41,,0.56,0.57
Kuwait,2018,75.40,13.76,7.28,71164.22,0.85,0.66,0.99,0.81,0.82,0.81
Kuwait,2017,75.311,13.6,7.30,59260.00,0.85,0.66,0.96,0.81,0.81,0.80
Kuwait,2016,75.224,13.6,7.20,51550.00,0.85,0.65,0.94,0.81,0.81,0.80
Kuwait,2015,75.13,13.6,7.10,52880.00,0.85,0.65,0.95,0.81,0.81,0.80
Kuwait,2014,75.019,13.6,6.90,76340.00,0.85,0.65,1.00,,0.82,0.80
Kuwait,2013,74.885,13.6,6.70,83300.00,0.84,0.64,1.02,0.80,0.82,0.80
Kuwait,2012,74.728,13.1,7.20,88090.00,0.84,0.64,1.02,,0.82,0.80
Kuwait,2011,74.55,13.2,7.00,82820.00,0.84,0.63,1.01,,0.81,0.79
Kuwait,2010,74.358,13.4,6.80,79370.00,0.84,0.64,1.01,0.79,0.81,0.79
Kuwait,2009,74.162,13.5,6.60,85160.00,0.83,0.63,1.02,,0.81,0.79
Kuwait,2008,73.976,13.6,6.50,96640.00,0.83,0.63,1.04,,0.82,0.79
Kuwait,2007,73.807,13.8,6.30,101340.00,0.83,0.64,1.05,,0.82,0.79
Kuwait,2006,73.66,13.9,6.20,98210.00,0.83,0.64,1.04,,0.82,0.79
Kuwait,2005,73.538,14.1,5.80,91100.00,0.82,0.63,1.03,,0.81,0.78
Kuwait,2004,73.439,14.2,6.10,82290.00,0.82,0.64,1.01,,0.81,0.79
Kuwait,2003,73.355,14.4,6.10,72830.00,0.82,0.65,1.00,,0.81,0.79
Kuwait,2002,73.280,14.1,6.10,62660.00,0.82,0.64,0.97,,0.80,0.79
Kuwait,2001,73.210,13.9,6.20,63790.00,0.82,0.64,0.98,,0.80,0.79
Kuwait,2000,73.142,14,6.20,66140.00,0.82,0.64,0.98,,0.80,0.79
Kuwait,1999,73.074,14.1,6.10,64310.00,0.82,0.64,0.98,,0.80,0.79
Kuwait,1998,73.004,13.8,6.00,72130.00,0.82,0.63,0.99,,0.80,0.78
Kuwait,1997,72.931,13.4,6.00,72500.00,0.81,0.61,0.99,,0.79,0.78
Kuwait,1996,72.852,13.3,5.90,70560.00,0.81,0.61,0.99,,0.79,0.77
Kuwait,1995,72.764,11.6,5.80,70670.00,0.81,0.55,0.99,,0.76,0.75
Kuwait,1994,72.666,9.8,5.70,,0.81,0.49,,,,0.72
Kuwait,1993,72.556,8.2,5.70,,0.81,0.43,,,,0.70
Kuwait,1992,72.435,7.1,5.60,,0.81,0.39,,,,0.67
Kuwait,1991,72.300,8.8,5.50,,0.80,0.45,,,,0.67
Kuwait,1990,72.150,10.6,5.51,,0.80,0.51,,,,0.71
Korea (Republic of),2018,82.85,16.39,12.19,36757.02,0.97,0.88,0.89,0.91,0.91,0.91
Korea (Republic of),2017,,,,38650.00,,,0.90,0.90,,
Korea (Republic of),2016,,,,37420.00,,,0.89,0.90,,
Korea (Republic of),2015,,,,35860.00,,,0.89,0.90,,
Korea (Republic of),2014,,,,33690.00,,,0.88,,,
Korea (Republic of),2013,,,,32850.00,,,0.88,0.89,,
Korea (Republic of),2012,,,,32430.00,,,0.87,,,
Korea (Republic of),2011,,,,31410.00,,,0.87,,,
Korea (Republic of),2010,,,,30400.00,,,0.86,0.88,,
Korea (Republic of),2008,,,,28650.00,,,0.85,,,
Korea (Republic of),2009,,,,28260.00,,,0.85,,,
Korea (Republic of),2007,,,,27740.00,,,0.85,,,
Korea (Republic of),2006,,,,25720.00,,,0.84,,,
Korea (Republic of),2005,,,,24010.00,,,0.83,,,
Korea (Republic of),2004,,,,22890.00,,,0.82,,,
Korea (Republic of),2003,,,,21290.00,,,0.81,,,
Korea (Republic of),2002,,,,20690.00,,,0.81,,,
Korea (Republic of),2001,,,,19040.00,,,0.79,,,
Korea (Republic of),2000,,,,17950.00,,,0.78,,,
Korea (Republic of),1999,,,,16200.00,,,0.77,,,
Korea (Republic of),1997,,,,15310.00,,,0.76,,,
Korea (Republic of),1998,,,,14420.00,,,0.75,,,
Korea (Republic of),1996,,,,14370.00,,,0.75,,,
Korea (Republic of),1995,,,,13240.00,,,0.74,,,
Korea (Republic of),1994,,,,11970.00,,,0.72,,,
Korea (Republic of),1993,,,,10850.00,,,0.71,,,
Korea (Republic of),1992,,,,10020.00,,,0.70,,,
Korea (Republic of),1991,,,,9330.00,,,0.69,,,
Korea (Republic of),1990,,,,8260.00,,,0.67,,,
Kiribati,2018,68.12,11.81,7.87,3917.43,0.74,0.61,0.55,0.62,0.63,0.62
Kiribati,2017,67.851,12.9,7.90,4370.00,0.74,0.65,0.57,0.62,0.65,0.61
Kiribati,2016,67.577,12.9,7.90,4300.00,0.73,0.65,0.57,0.62,0.65,0.61
Kiribati,2015,67.291,12.9,7.90,4330.00,0.73,0.65,0.57,0.62,0.65,0.62
Kiribati,2014,66.995,12.9,7.90,3650.00,0.72,0.65,0.54,,0.63,0.62
Kiribati,2013,66.69,13,7.90,3210.00,0.72,0.65,0.52,0.60,0.63,0.61
Kiribati,2012,66.381,12.8,7.90,2780.00,0.71,0.65,0.50,,0.61,0.60
Kiribati,2011,66.072,12.7,7.90,2430.00,0.71,0.64,0.48,,0.60,0.59
Kiribati,2010,65.769,12.3,7.90,2510.00,0.70,0.63,0.49,0.59,0.60,0.59
Kiribati,2009,65.48,12,7.80,2410.00,0.70,0.62,0.48,,0.59,0.58
Kiribati,2008,65.208,11.9,7.60,2560.00,0.70,0.61,0.49,,0.59,0.59
Kiribati,2007,64.953,11.6,7.50,2570.00,0.69,0.60,0.49,,0.59,0.58
Kiribati,2006,64.712,11.8,7.40,2470.00,0.69,0.60,0.48,,0.58,0.58
Kiribati,2005,64.478,12.1,7.30,2470.00,0.68,0.61,0.48,,0.59,0.59
Kiribati,2004,64.242,12.2,7.20,2400.00,0.68,0.61,0.48,,0.58,0.57
Kiribati,2003,63.995,12.4,7.10,2500.00,0.68,0.61,0.49,,0.59,0.57
Kiribati,2002,63.731,11.6,7.00,2600.00,0.67,0.58,0.49,,0.58,0.57
Kiribati,2001,63.446,11.7,6.90,2710.00,0.67,0.58,0.50,,0.58,0.57
Kiribati,2000,63.144,10.4,6.80,2570.00,0.66,0.54,0.49,,0.56,0.55
Kiribati,1999,62.829,10,,2400.00,0.66,0.83,0.48,,0.64,
Kiribati,1998,62.509,10.3,,2650.00,0.65,0.84,0.50,,0.65,
Kiribati,1997,62.188,10.7,,2360.00,0.65,0.86,0.48,,0.64,
Kiribati,1996,61.866,11,,1950.00,0.64,0.87,0.45,,0.63,
Kiribati,1995,61.539,10.9,,2230.00,0.64,0.86,0.47,,0.64,
Kiribati,1994,61.198,11,,2100.00,0.63,0.87,0.46,,0.63,
Kiribati,1993,60.837,11,,2060.00,0.63,0.87,0.46,,0.63,
Kiribati,1992,60.455,11,,2110.00,0.62,0.87,0.46,,0.63,
Kiribati,1991,60.053,10.8,,2050.00,0.62,0.86,0.46,,0.62,
Kiribati,1990,59.636,10.4,,1530.00,0.61,0.85,0.41,,0.60,
Kenya,2018,66.34,11.06,6.56,3051.69,0.71,0.55,0.52,0.58,0.59,0.58
Kenya,2017,65.909,12.1,6.50,4000.00,0.71,0.58,0.56,0.57,0.61,0.59
Kenya,2016,65.393,11.9,6.40,3620.00,0.70,0.57,0.54,0.57,0.60,0.59
Kenya,2015,64.798,11.7,6.30,3330.00,0.69,0.57,0.53,0.56,0.59,0.58
Kenya,2014,64.135,11.5,6.30,2980.00,0.68,0.56,0.51,,0.58,0.57
Kenya,2013,63.419,11.3,6.30,2740.00,0.67,0.55,0.50,0.55,0.57,0.57
Kenya,2012,62.659,11.1,6.20,2520.00,0.66,0.54,0.49,,0.56,0.56
Kenya,2011,61.851,10.9,6.20,2440.00,0.64,0.54,0.48,,0.55,0.55
Kenya,2010,60.959,10.7,6.10,2300.00,0.63,0.53,0.47,0.53,0.54,0.54
Kenya,2009,59.932,10.5,6.10,2160.00,0.61,0.52,0.46,,0.53,0.53
Kenya,2008,58.76,10.2,6.00,2140.00,0.60,0.51,0.46,,0.52,0.52
Kenya,2007,57.463,9.9,6.00,2140.00,0.58,0.50,0.46,,0.51,0.51
Kenya,1990,57.406,9.1,3.72,950.00,0.58,0.41,0.34,,0.43,0.47
Kenya,1991,56.736,9,3.90,960.00,0.57,0.41,0.34,,0.43,0.47
Kenya,2006,56.093,10.1,5.90,2010.00,0.56,0.50,0.45,,0.50,0.51
Kenya,1992,55.973,8.9,4.00,940.00,0.55,0.41,0.34,,0.42,0.46
Kenya,1993,55.151,8.9,4.20,920.00,0.54,0.41,0.34,,0.42,0.46
Kenya,2005,54.732,9.4,5.80,1650.00,0.53,0.47,0.42,,0.48,0.49
Kenya,1994,54.310,8.8,4.40,950.00,0.53,0.42,0.34,,0.42,0.46
Kenya,1995,53.486,8.7,4.50,1000.00,0.52,0.42,0.35,,0.42,0.46
Kenya,2004,53.475,9.4,5.70,1540.00,0.52,0.47,0.41,,0.46,0.48
Kenya,1996,52.709,8.6,4.70,1360.00,0.50,0.42,0.39,,0.44,0.46
Kenya,2003,52.41,8.9,5.60,1460.00,0.50,0.45,0.40,,0.45,0.47
Kenya,1997,52.014,8.6,4.80,1360.00,0.49,0.42,0.39,,0.43,0.45
Kenya,2002,51.606,8.2,5.50,1430.00,0.49,0.43,0.40,,0.44,0.46
Kenya,1998,51.448,8.5,5.00,1380.00,0.48,0.42,0.40,,0.43,0.45
Kenya,2001,51.101,8.5,5.40,1440.00,0.48,0.43,0.40,,0.44,0.46
Kenya,1999,51.059,8.4,5.10,1390.00,0.48,0.42,0.40,,0.43,0.45
Kenya,2000,50.921,8.4,5.30,1400.00,0.48,0.43,0.40,,0.43,0.45
Kazakhstan,2018,73.24,15.27,11.78,22167.70,0.82,0.84,0.82,0.82,0.82,0.82
Kazakhstan,2017,72.728,15.1,11.80,22160.00,0.81,0.83,0.82,0.81,0.82,0.80
Kazakhstan,2016,72.081,15,11.70,24280.00,0.80,0.83,0.83,0.81,0.82,0.80
Kazakhstan,2015,71.319,15,11.70,23860.00,0.79,0.83,0.83,0.81,0.81,0.80
Kazakhstan,2014,70.483,15,11.70,22200.00,0.78,0.83,0.82,,0.81,0.79
Kazakhstan,2013,69.628,14.9,11.60,21690.00,0.76,0.82,0.81,0.79,0.80,0.79
Kazakhstan,2012,68.805,15,11.50,18550.00,0.75,0.82,0.79,,0.79,0.78
Kazakhstan,2011,68.047,14.7,11.50,17790.00,0.74,0.81,0.78,,0.78,0.77
Kazakhstan,2010,67.378,14.4,11.40,16710.00,0.73,0.80,0.77,0.76,0.77,0.77
Kazakhstan,2009,66.81,14.5,11.50,16000.00,0.72,0.80,0.77,,0.76,0.76
Kazakhstan,1990,66.776,12.4,8.05,,0.72,0.64,,,,0.69
Kazakhstan,2008,66.325,14.6,11.50,15470.00,0.71,0.81,0.76,,0.76,0.76
Kazakhstan,1991,66.296,12.3,8.30,,0.71,0.64,,,,0.68
Kazakhstan,2007,65.906,14.6,11.60,15240.00,0.71,0.81,0.76,,0.76,0.76
Kazakhstan,1992,65.718,12.3,8.50,,0.70,0.65,,,,
Kazakhstan,2006,65.543,14.6,11.70,13890.00,0.70,0.81,0.75,,0.75,0.75
Kazakhstan,2005,65.211,14.3,11.70,12630.00,0.70,0.80,0.73,,0.74,0.75
Kazakhstan,1993,65.097,12.1,8.80,6850.00,0.69,0.65,0.64,,0.66,0.68
Kazakhstan,2004,64.876,13.9,11.50,11600.00,0.69,0.78,0.72,,0.73,0.74
Kazakhstan,2003,64.525,13.5,11.20,10490.00,0.69,0.76,0.70,,0.72,0.73
Kazakhstan,1994,64.482,12,9.00,6180.00,0.68,0.65,0.62,,0.65,0.67
Kazakhstan,2002,64.157,13.1,11.00,9560.00,0.68,0.74,0.69,,0.70,0.71
Kazakhstan,1995,63.937,12,9.30,5880.00,0.68,0.66,0.62,,0.65,0.66
Kazakhstan,2001,63.790,12.7,10.70,8480.00,0.67,0.72,0.67,,0.69,0.70
Kazakhstan,1996,63.522,12,9.50,6090.00,0.67,0.66,0.62,,0.65,0.67
Kazakhstan,2000,63.467,12.3,10.50,7200.00,0.67,0.70,0.65,,0.67,0.69
Kazakhstan,1997,63.262,12.1,9.80,6380.00,0.67,0.68,0.63,,0.66,0.67
Kazakhstan,1999,63.246,12.1,10.20,6640.00,0.67,0.69,0.63,,0.66,0.68
Kazakhstan,1998,63.170,12.1,10.00,6440.00,0.66,0.68,0.63,,0.66,0.67
Jordan,2018,74.41,11.88,10.45,8267.81,0.84,0.69,0.67,0.72,0.73,0.72
Jordan,2017,74.292,13.1,10.40,9790.00,0.84,0.73,0.69,0.72,0.75,0.74
Jordan,2016,74.184,13.1,10.40,9120.00,0.83,0.73,0.68,0.72,0.74,0.74
Jordan,2015,74.078,13,10.30,9140.00,0.83,0.72,0.68,0.72,0.74,0.73
Jordan,2014,73.969,12.9,10.10,8940.00,0.83,0.71,0.68,,0.74,0.73
Jordan,2013,73.851,12.9,9.90,9050.00,0.83,0.71,0.68,0.72,0.74,0.73
Jordan,2012,73.722,12.8,9.90,8940.00,0.83,0.70,0.68,,0.73,0.73
Jordan,2011,73.581,12.6,9.90,9230.00,0.82,0.70,0.68,,0.73,0.73
Jordan,2010,73.428,12.8,9.80,9310.00,0.82,0.70,0.68,0.73,0.73,0.73
Jordan,2009,73.266,13.2,9.90,9700.00,0.82,0.72,0.69,,0.74,0.73
Jordan,2008,73.099,13.6,9.80,9620.00,0.82,0.73,0.69,,0.74,0.74
Jordan,2007,72.931,13.6,9.80,9360.00,0.81,0.73,0.69,,0.74,0.74
Jordan,2006,72.763,13.6,9.80,8720.00,0.81,0.73,0.67,,0.74,0.73
Jordan,2005,72.595,13.7,9.70,8110.00,0.81,0.73,0.66,,0.73,0.73
Jordan,2004,72.427,13.8,9.70,7510.00,0.81,0.73,0.65,,0.73,0.73
Jordan,2003,72.256,13.5,9.70,6870.00,0.80,0.72,0.64,,0.72,0.72
Jordan,2002,72.083,13.2,9.60,6580.00,0.80,0.71,0.63,,0.71,0.71
Jordan,2001,71.907,13,9.60,6300.00,0.80,0.70,0.63,,0.70,0.71
Jordan,2000,71.730,12.7,9.50,5930.00,0.80,0.69,0.62,,0.70,0.70
Jordan,1999,71.556,12.6,9.50,5500.00,0.79,0.68,0.61,,0.69,0.70
Jordan,1998,71.386,12.4,9.40,5340.00,0.79,0.67,0.60,,0.68,0.69
Jordan,1997,71.219,12.3,9.40,5170.00,0.79,0.67,0.60,,0.68,0.69
Jordan,1996,71.053,12.2,9.30,4960.00,0.79,0.67,0.59,,0.68,0.69
Jordan,1995,70.885,12.1,9.30,4940.00,0.78,0.66,0.59,,0.67,0.68
Jordan,1994,70.712,11.9,8.50,4690.00,0.78,0.63,0.58,,0.66,0.67
Jordan,1993,70.529,12,7.60,4570.00,0.78,0.61,0.58,,0.65,0.66
Jordan,1992,70.331,12.1,6.80,4460.00,0.77,0.59,0.57,,0.64,0.65
Jordan,1991,70.113,11.9,5.90,3810.00,0.77,0.56,0.55,,0.62,0.63
Jordan,1990,69.872,11.7,5.25,3950.00,0.77,0.54,0.56,,0.61,0.62
Japan,2018,84.47,15.23,12.80,40799.01,0.99,0.86,0.91,0.91,0.92,0.91
Japan,2017,84.29,15.2,12.80,42290.00,0.99,0.86,0.91,0.91,0.92,0.91
Japan,2016,84.09,15.2,12.70,41350.00,0.99,0.86,0.91,0.91,0.92,0.91
Japan,2015,83.879,15.2,12.50,41950.00,0.98,0.85,0.91,0.91,0.91,0.91
Japan,2014,83.668,15.2,12.50,40590.00,0.98,0.85,0.91,,0.91,0.90
Japan,2013,83.467,15.2,12.20,40280.00,0.98,0.85,0.91,0.90,0.91,0.90
Japan,2012,83.283,15.2,12.00,38190.00,0.97,0.84,0.90,,0.90,0.90
Japan,2011,83.118,15.2,11.80,36790.00,0.97,0.83,0.89,,0.90,0.89
Japan,2010,82.971,15,11.50,35890.00,0.97,0.82,0.89,0.88,0.89,0.89
Japan,2009,82.838,14.9,11.40,34010.00,0.97,0.81,0.88,,0.88,0.88
Japan,2008,82.709,14.8,11.40,35710.00,0.96,0.81,0.89,,0.89,0.88
Japan,2007,82.575,14.8,11.30,35540.00,0.96,0.81,0.89,,0.88,0.88
Japan,2006,82.431,14.8,11.20,33960.00,0.96,0.80,0.88,,0.88,0.88
Japan,2005,82.27,14.6,11.20,32350.00,0.96,0.80,0.87,,0.87,0.87
Japan,2004,82.087,14.6,11.10,30920.00,0.96,0.80,0.87,,0.87,0.87
Japan,2003,81.883,14.5,11.00,29380.00,0.95,0.79,0.86,,0.86,0.87
Japan,2002,81.661,14.4,10.90,28560.00,0.95,0.78,0.85,,0.86,0.86
Japan,2001,81.422,14.3,10.80,27890.00,0.94,0.78,0.85,,0.85,0.86
Japan,2000,81.171,14.3,10.70,27220.00,0.94,0.77,0.85,,0.85,0.86
Japan,1999,80.914,14.1,10.60,25630.00,0.94,0.76,0.84,,0.84,0.85
Japan,1998,80.656,14.1,10.50,25380.00,0.93,0.76,0.84,,0.84,0.85
Japan,1997,80.404,14.4,10.40,25470.00,0.93,0.77,0.84,,0.84,0.85
Japan,1996,80.162,14.3,10.30,24800.00,0.93,0.76,0.83,,0.84,0.85
Japan,1995,79.935,14.2,10.20,23610.00,0.92,0.76,0.83,,0.83,0.84
Japan,1994,79.727,14.1,10.10,22590.00,0.92,0.75,0.82,,0.83,0.84
Japan,1993,79.536,13.8,10.00,21990.00,0.92,0.74,0.81,,0.82,0.83
Japan,1992,79.355,13.5,9.80,21640.00,0.91,0.72,0.81,,0.81,0.82
Japan,1991,79.180,13.4,9.70,21000.00,0.91,0.72,0.81,,0.81,0.82
Japan,1990,79.004,13.3,9.61,19710.00,0.91,0.71,0.80,,0.80,0.82
Jamaica,2018,74.37,13.14,9.80,7931.52,0.84,0.71,0.66,0.73,0.73,0.73
Jamaica,2017,74.267,13.1,9.80,9320.00,0.83,0.71,0.68,0.72,0.74,0.73
Jamaica,2016,74.175,13.1,9.80,8800.00,0.83,0.71,0.68,0.72,0.74,0.73
Jamaica,1997,74.172,11.4,6.90,5910.00,0.83,0.57,0.62,,0.66,0.66
Jamaica,1996,74.167,11.4,6.70,5970.00,0.83,0.57,0.62,,0.66,0.66
Jamaica,1998,74.164,11.4,7.00,5910.00,0.83,0.57,0.62,,0.67,0.66
Jamaica,1999,74.152,11.4,7.20,5990.00,0.83,0.58,0.62,,0.67,0.66
Jamaica,2005,74.148,12.5,8.10,7100.00,0.83,0.64,0.64,,0.70,0.70
Jamaica,2004,74.146,12.4,8.00,6880.00,0.83,0.64,0.64,,0.70,0.69
Jamaica,2006,74.143,12.5,8.30,7550.00,0.83,0.65,0.65,,0.71,0.70
Jamaica,2000,74.142,10.9,7.30,6110.00,0.83,0.57,0.62,,0.66,0.66
Jamaica,2003,74.142,11.1,7.80,6640.00,0.83,0.59,0.63,,0.68,0.67
Jamaica,2002,74.140,11.9,7.70,6300.00,0.83,0.61,0.63,,0.68,0.68
Jamaica,2001,74.139,11.7,7.50,6220.00,0.83,0.60,0.62,,0.68,0.67
Jamaica,1995,74.133,11.4,6.60,5760.00,0.83,0.56,0.61,,0.66,0.66
Jamaica,2007,74.129,12.6,8.40,7830.00,0.83,0.65,0.66,,0.71,0.71
Jamaica,2008,74.103,12.7,8.60,7960.00,0.83,0.66,0.66,,0.71,0.71
Jamaica,2015,74.098,13.1,9.60,8520.00,0.83,0.70,0.67,0.72,0.73,0.73
Jamaica,2009,74.071,12.7,8.80,7530.00,0.83,0.67,0.65,,0.71,0.71
Jamaica,1994,74.053,11.4,6.40,5520.00,0.83,0.56,0.61,,0.66,0.66
Jamaica,2014,74.042,13.1,9.60,8360.00,0.83,0.70,0.67,,0.73,0.73
Jamaica,2010,74.038,12.8,8.90,7600.00,0.83,0.67,0.65,0.72,0.72,0.71
Jamaica,2011,74.012,12.8,9.00,7870.00,0.83,0.68,0.66,,0.72,0.72
Jamaica,2013,74.01,13.2,9.40,8240.00,0.83,0.70,0.67,0.72,0.73,0.73
Jamaica,2012,74.001,12.9,9.20,8080.00,0.83,0.69,0.66,,0.72,0.72
Jamaica,1993,73.918,11.4,6.20,5550.00,0.83,0.55,0.61,,0.65,0.65
Jamaica,1992,73.727,11.4,6.10,4750.00,0.83,0.55,0.58,,0.64,0.65
Jamaica,1991,73.485,11.4,5.90,4510.00,0.82,0.54,0.58,,0.64,0.64
Jamaica,1990,73.204,11.2,6.47,4500.00,0.82,0.55,0.58,,0.64,0.64
Italy,2018,83.35,16.25,10.25,36141.43,0.97,0.83,0.89,0.88,0.89,0.88
Italy,2017,83.184,16.3,10.20,42010.00,0.97,0.83,0.91,0.88,0.90,0.88
Italy,2016,83.008,16.3,10.20,40030.00,0.97,0.83,0.91,0.88,0.90,0.88
Italy,2015,82.828,16.3,10.20,36650.00,0.97,0.83,0.89,0.88,0.89,0.88
Italy,2014,82.648,16.3,10.10,36200.00,0.96,0.82,0.89,,0.89,0.87
Italy,2013,82.471,16.3,10.30,36250.00,0.96,0.83,0.89,0.87,0.89,0.88
Italy,2012,82.298,16.5,9.90,36440.00,0.96,0.83,0.89,,0.89,0.87
Italy,2011,82.128,16.6,9.80,36510.00,0.96,0.83,0.89,,0.89,0.88
Italy,2010,81.958,16.4,9.70,35110.00,0.95,0.82,0.89,0.87,0.88,0.87
Italy,2009,81.783,16.3,9.60,34610.00,0.95,0.81,0.88,,0.88,0.87
Italy,2008,81.598,16.3,9.50,35200.00,0.95,0.81,0.89,,0.88,0.87
Italy,2007,81.4,16.2,9.40,34130.00,0.94,0.80,0.88,,0.87,0.87
Italy,2006,81.185,16.1,9.30,32540.00,0.94,0.80,0.87,,0.87,0.86
Italy,2005,80.951,15.9,9.20,30180.00,0.94,0.79,0.86,,0.86,0.86
Italy,2004,80.698,15.8,9.10,29480.00,0.93,0.78,0.86,,0.86,0.85
Italy,2003,80.428,15.6,8.90,29020.00,0.93,0.77,0.86,,0.85,0.85
Italy,2002,80.145,15.4,8.80,28610.00,0.93,0.76,0.85,,0.84,0.84
Italy,2001,79.852,15.2,8.70,27960.00,0.92,0.75,0.85,,0.84,0.84
Italy,2000,79.554,14.9,8.60,26980.00,0.92,0.74,0.85,,0.83,0.83
Italy,1999,79.253,14.8,8.40,25550.00,0.91,0.73,0.84,,0.82,0.82
Italy,1998,78.955,14.7,8.30,24880.00,0.91,0.72,0.83,,0.82,0.82
Italy,1997,78.662,14.6,8.20,23760.00,0.90,0.71,0.83,,0.81,0.81
Italy,1996,78.378,14.3,8.10,22790.00,0.90,0.70,0.82,,0.80,0.81
Italy,1995,78.107,14.1,7.90,22080.00,0.89,0.69,0.82,,0.80,0.80
Italy,1994,77.852,13.9,7.80,20950.00,0.89,0.68,0.81,,0.79,0.79
Italy,1993,77.612,13.5,7.70,20110.00,0.89,0.66,0.80,,0.78,0.79
Italy,1992,77.383,13.3,7.50,19790.00,0.88,0.65,0.80,,0.77,0.78
Italy,1991,77.162,13,7.40,19240.00,0.88,0.64,0.79,,0.76,0.77
Italy,1990,76.942,12.8,7.29,18380.00,0.88,0.63,0.79,,0.76,0.77
Israel,2018,82.82,15.99,12.96,33649.69,0.97,0.89,0.88,0.91,0.91,0.91
Israel,2017,82.663,15.9,13.00,38570.00,0.96,0.89,0.90,0.90,0.92,0.90
Israel,2016,82.503,15.9,13.00,37500.00,0.96,0.89,0.90,0.90,0.92,0.90
Israel,2015,82.34,16,13.00,35130.00,0.96,0.89,0.89,0.90,0.91,0.90
Israel,2014,82.175,16,12.90,34010.00,0.96,0.89,0.88,,0.91,0.90
Israel,2013,82.006,16,12.80,33450.00,0.95,0.89,0.88,0.90,0.91,0.90
Israel,2012,81.833,15.9,12.80,30880.00,0.95,0.89,0.87,,0.90,0.89
Israel,2011,81.653,15.9,12.70,30130.00,0.95,0.88,0.86,,0.90,0.89
Israel,2010,81.463,15.8,12.60,28290.00,0.95,0.88,0.85,0.89,0.89,0.89
Israel,2009,81.258,15.7,12.60,26830.00,0.94,0.87,0.84,,0.89,0.88
Israel,2008,81.035,15.6,12.60,26900.00,0.94,0.87,0.85,,0.88,0.88
Israel,2007,80.794,15.8,12.50,27420.00,0.94,0.87,0.85,,0.88,0.88
Israel,2006,80.538,15.7,12.10,25560.00,0.93,0.86,0.84,,0.88,0.87
Israel,2005,80.269,15.7,12.30,24620.00,0.93,0.87,0.83,,0.87,0.87
Israel,2004,79.992,15.8,12.20,24470.00,0.92,0.87,0.83,,0.87,0.87
Israel,2003,79.714,15.9,12.20,22960.00,0.92,0.87,0.82,,0.87,0.87
Israel,2002,79.440,16,12.10,24310.00,0.91,0.87,0.83,,0.87,0.87
Israel,2001,79.173,15.3,12.10,23890.00,0.91,0.85,0.83,,0.86,0.86
Israel,2000,78.916,15.1,12.00,23370.00,0.91,0.84,0.82,,0.85,0.85
Israel,1999,78.671,15.2,11.90,21610.00,0.90,0.84,0.81,,0.85,0.85
Israel,1998,78.435,14.7,11.80,21300.00,0.90,0.82,0.81,,0.84,0.84
Israel,1997,78.206,14.2,11.80,20670.00,0.90,0.80,0.81,,0.83,0.84
Israel,1996,77.981,13.7,11.70,20100.00,0.89,0.78,0.80,,0.82,0.83
Israel,1995,77.758,13.6,11.60,19370.00,0.89,0.78,0.80,,0.82,0.82
Israel,1994,77.533,13.5,11.40,18190.00,0.89,0.77,0.79,,0.81,0.82
Israel,1993,77.305,13.5,11.30,17040.00,0.88,0.76,0.78,,0.81,0.81
Israel,1992,77.072,13.3,11.10,16420.00,0.88,0.75,0.77,,0.80,0.81
Israel,1991,76.831,13.1,11.00,15470.00,0.87,0.74,0.76,,0.79,0.80
Israel,1990,76.582,12.7,11.03,14610.00,0.87,0.73,0.75,,0.78,0.79
Ireland,2018,82.10,18.79,12.53,55659.68,0.96,0.97,0.95,0.94,0.96,0.94
Ireland,2017,81.872,19.6,12.50,61590.00,0.95,1.00,0.97,0.94,0.97,0.94
Ireland,2016,81.615,19.6,12.50,59070.00,0.95,1.00,0.96,0.94,0.97,0.93
Ireland,2015,81.344,19.6,12.30,52990.00,0.94,1.00,0.95,0.93,0.96,0.93
Ireland,2014,81.076,19,12.30,43230.00,0.94,0.98,0.92,,0.94,0.92
